plot_id,ibutton_id,doy,date,time,am_pm,unit,value
762,41000000397D3F21,035,2-4-16,3:14:00,AM,C,1
762,41000000397D3F21,035,2-4-16,5:14:00,AM,C,-0.5
762,41000000397D3F21,035,2-4-16,7:14:00,AM,C,-1
762,41000000397D3F21,035,2-4-16,9:14:00,AM,C,4.5
762,41000000397D3F21,035,2-4-16,11:14:00,AM,C,15.5
762,41000000397D3F21,035,2-4-16,1:14:00,PM,C,15
762,41000000397D3F21,035,2-4-16,3:14:00,PM,C,15.5
762,41000000397D3F21,035,2-4-16,5:14:00,PM,C,16
762,41000000397D3F21,035,2-4-16,7:14:00,PM,C,10.5
762,41000000397D3F21,035,2-4-16,9:14:00,PM,C,6.5
762,41000000397D3F21,035,2-4-16,11:14:00,PM,C,4
762,41000000397D3F21,036,2-5-16,1:14:00,AM,C,3
762,41000000397D3F21,036,2-5-16,3:14:00,AM,C,1.5
762,41000000397D3F21,036,2-5-16,5:14:00,AM,C,0.5
762,41000000397D3F21,036,2-5-16,7:14:00,AM,C,0
762,41000000397D3F21,036,2-5-16,9:14:00,AM,C,7
762,41000000397D3F21,036,2-5-16,11:14:00,AM,C,19.5
762,41000000397D3F21,036,2-5-16,1:14:00,PM,C,18.5
762,41000000397D3F21,036,2-5-16,3:14:00,PM,C,19
762,41000000397D3F21,036,2-5-16,5:14:00,PM,C,18.5
762,41000000397D3F21,036,2-5-16,7:14:00,PM,C,12
762,41000000397D3F21,036,2-5-16,9:14:00,PM,C,16.5
762,41000000397D3F21,036,2-5-16,11:14:00,PM,C,17.5
762,41000000397D3F21,037,2-6-16,1:14:00,AM,C,18.5
762,41000000397D3F21,037,2-6-16,3:14:00,AM,C,19
762,41000000397D3F21,037,2-6-16,5:14:00,AM,C,19
762,41000000397D3F21,037,2-6-16,7:14:00,AM,C,18
762,41000000397D3F21,037,2-6-16,9:14:00,AM,C,17.5
762,41000000397D3F21,037,2-6-16,11:14:00,AM,C,23
762,41000000397D3F21,037,2-6-16,1:14:00,PM,C,24.5
762,41000000397D3F21,037,2-6-16,3:14:00,PM,C,22.5
762,41000000397D3F21,037,2-6-16,5:14:00,PM,C,16
762,41000000397D3F21,037,2-6-16,7:14:00,PM,C,9.5
762,41000000397D3F21,037,2-6-16,9:14:00,PM,C,9
762,41000000397D3F21,037,2-6-16,11:14:00,PM,C,7
762,41000000397D3F21,038,2-7-16,1:14:00,AM,C,6
762,41000000397D3F21,038,2-7-16,3:14:00,AM,C,5
762,41000000397D3F21,038,2-7-16,5:14:00,AM,C,4.5
762,41000000397D3F21,038,2-7-16,7:14:00,AM,C,4.5
762,41000000397D3F21,038,2-7-16,9:14:00,AM,C,22
762,41000000397D3F21,038,2-7-16,11:14:00,AM,C,25
762,41000000397D3F21,038,2-7-16,1:14:00,PM,C,26
762,41000000397D3F21,038,2-7-16,3:14:00,PM,C,24
762,41000000397D3F21,038,2-7-16,5:14:00,PM,C,17
762,41000000397D3F21,038,2-7-16,7:14:00,PM,C,10.5
762,41000000397D3F21,038,2-7-16,9:14:00,PM,C,9
762,41000000397D3F21,038,2-7-16,11:14:00,PM,C,9
762,41000000397D3F21,039,2-8-16,1:14:00,AM,C,8
762,41000000397D3F21,039,2-8-16,3:14:00,AM,C,7
762,41000000397D3F21,039,2-8-16,5:14:00,AM,C,7
762,41000000397D3F21,039,2-8-16,7:14:00,AM,C,7
762,41000000397D3F21,039,2-8-16,9:14:00,AM,C,22
762,41000000397D3F21,039,2-8-16,11:14:00,AM,C,25
762,41000000397D3F21,039,2-8-16,1:14:00,PM,C,27
762,41000000397D3F21,039,2-8-16,3:14:00,PM,C,25
762,41000000397D3F21,039,2-8-16,5:14:00,PM,C,19
762,41000000397D3F21,039,2-8-16,7:14:00,PM,C,13.5
762,41000000397D3F21,039,2-8-16,9:14:00,PM,C,9
762,41000000397D3F21,039,2-8-16,11:14:00,PM,C,8
762,41000000397D3F21,040,2-9-16,1:14:00,AM,C,7.5
762,41000000397D3F21,040,2-9-16,3:14:00,AM,C,7.5
762,41000000397D3F21,040,2-9-16,5:14:00,AM,C,6
762,41000000397D3F21,040,2-9-16,7:14:00,AM,C,6.5
762,41000000397D3F21,040,2-9-16,9:14:00,AM,C,22
762,41000000397D3F21,040,2-9-16,11:14:00,AM,C,25.5
762,41000000397D3F21,040,2-9-16,1:14:00,PM,C,27
762,41000000397D3F21,040,2-9-16,3:14:00,PM,C,23
762,41000000397D3F21,040,2-9-16,5:14:00,PM,C,17.5
762,41000000397D3F21,040,2-9-16,7:14:00,PM,C,14
762,41000000397D3F21,040,2-9-16,9:14:00,PM,C,9.5
762,41000000397D3F21,040,2-9-16,11:14:00,PM,C,8
762,41000000397D3F21,041,2-10-16,1:14:00,AM,C,7.5
762,41000000397D3F21,041,2-10-16,3:14:00,AM,C,7
762,41000000397D3F21,041,2-10-16,5:14:00,AM,C,6.5
762,41000000397D3F21,041,2-10-16,7:14:00,AM,C,7.5
762,41000000397D3F21,041,2-10-16,9:14:00,AM,C,21
762,41000000397D3F21,041,2-10-16,11:14:00,AM,C,25
762,41000000397D3F21,041,2-10-16,1:14:00,PM,C,26
762,41000000397D3F21,041,2-10-16,3:14:00,PM,C,24.5
762,41000000397D3F21,041,2-10-16,5:14:00,PM,C,18
762,41000000397D3F21,041,2-10-16,7:14:00,PM,C,12
762,41000000397D3F21,041,2-10-16,9:14:00,PM,C,10.5
762,41000000397D3F21,041,2-10-16,11:14:00,PM,C,9
762,41000000397D3F21,042,2-11-16,1:14:00,AM,C,7.5
762,41000000397D3F21,042,2-11-16,3:14:00,AM,C,7.5
762,41000000397D3F21,042,2-11-16,5:14:00,AM,C,6.5
762,41000000397D3F21,042,2-11-16,7:14:00,AM,C,6
762,41000000397D3F21,042,2-11-16,9:14:00,AM,C,21.5
762,41000000397D3F21,042,2-11-16,11:14:00,AM,C,25.5
762,41000000397D3F21,042,2-11-16,1:14:00,PM,C,26
762,41000000397D3F21,042,2-11-16,3:14:00,PM,C,24.5
762,41000000397D3F21,042,2-11-16,5:14:00,PM,C,18
762,41000000397D3F21,042,2-11-16,7:14:00,PM,C,11
762,41000000397D3F21,042,2-11-16,9:14:00,PM,C,10
762,41000000397D3F21,042,2-11-16,11:14:00,PM,C,8.5
762,41000000397D3F21,043,2-12-16,1:14:00,AM,C,7.5
762,41000000397D3F21,043,2-12-16,3:14:00,AM,C,7.5
762,41000000397D3F21,043,2-12-16,5:14:00,AM,C,7
762,41000000397D3F21,043,2-12-16,7:14:00,AM,C,7
762,41000000397D3F21,043,2-12-16,9:14:00,AM,C,17
762,41000000397D3F21,043,2-12-16,11:14:00,AM,C,24
762,41000000397D3F21,043,2-12-16,1:14:00,PM,C,25.5
762,41000000397D3F21,043,2-12-16,3:14:00,PM,C,23.5
762,41000000397D3F21,043,2-12-16,5:14:00,PM,C,18
762,41000000397D3F21,043,2-12-16,7:14:00,PM,C,11.5
762,41000000397D3F21,043,2-12-16,9:14:00,PM,C,10
762,41000000397D3F21,043,2-12-16,11:14:00,PM,C,9.5
762,41000000397D3F21,044,2-13-16,1:14:00,AM,C,8.5
762,41000000397D3F21,044,2-13-16,3:14:00,AM,C,8
762,41000000397D3F21,044,2-13-16,5:14:00,AM,C,8
762,41000000397D3F21,044,2-13-16,7:14:00,AM,C,6
762,41000000397D3F21,044,2-13-16,9:14:00,AM,C,17.5
762,41000000397D3F21,044,2-13-16,11:14:00,AM,C,23
762,41000000397D3F21,044,2-13-16,1:14:00,PM,C,25
762,41000000397D3F21,044,2-13-16,3:14:00,PM,C,23.5
762,41000000397D3F21,044,2-13-16,5:14:00,PM,C,18
762,41000000397D3F21,044,2-13-16,7:14:00,PM,C,15
762,41000000397D3F21,044,2-13-16,9:14:00,PM,C,14.5
762,41000000397D3F21,044,2-13-16,11:14:00,PM,C,12
762,41000000397D3F21,045,2-14-16,1:14:00,AM,C,6.5
762,41000000397D3F21,045,2-14-16,3:14:00,AM,C,13.5
762,41000000397D3F21,045,2-14-16,5:14:00,AM,C,9.5
762,41000000397D3F21,045,2-14-16,7:14:00,AM,C,9.5
762,41000000397D3F21,045,2-14-16,9:14:00,AM,C,21
762,41000000397D3F21,045,2-14-16,11:14:00,AM,C,24
762,41000000397D3F21,045,2-14-16,1:14:00,PM,C,23.5
762,41000000397D3F21,045,2-14-16,3:14:00,PM,C,22
762,41000000397D3F21,045,2-14-16,5:14:00,PM,C,17
762,41000000397D3F21,045,2-14-16,7:14:00,PM,C,13.5
762,41000000397D3F21,045,2-14-16,9:14:00,PM,C,11
762,41000000397D3F21,045,2-14-16,11:14:00,PM,C,9.5
762,41000000397D3F21,046,2-15-16,1:14:00,AM,C,9.5
762,41000000397D3F21,046,2-15-16,3:14:00,AM,C,8
762,41000000397D3F21,046,2-15-16,5:14:00,AM,C,8.5
762,41000000397D3F21,046,2-15-16,7:14:00,AM,C,8
762,41000000397D3F21,046,2-15-16,9:14:00,AM,C,21
762,41000000397D3F21,046,2-15-16,11:14:00,AM,C,26
762,41000000397D3F21,046,2-15-16,1:14:00,PM,C,27
762,41000000397D3F21,046,2-15-16,3:14:00,PM,C,25
762,41000000397D3F21,046,2-15-16,5:14:00,PM,C,19.5
762,41000000397D3F21,046,2-15-16,7:14:00,PM,C,13
762,41000000397D3F21,046,2-15-16,9:14:00,PM,C,12
762,41000000397D3F21,046,2-15-16,11:14:00,PM,C,10.5
762,41000000397D3F21,047,2-16-16,1:14:00,AM,C,11
762,41000000397D3F21,047,2-16-16,3:14:00,AM,C,8.5
762,41000000397D3F21,047,2-16-16,5:14:00,AM,C,8.5
762,41000000397D3F21,047,2-16-16,7:14:00,AM,C,9.5
762,41000000397D3F21,047,2-16-16,9:14:00,AM,C,21
762,41000000397D3F21,047,2-16-16,11:14:00,AM,C,25
762,41000000397D3F21,047,2-16-16,1:14:00,PM,C,26.5
762,41000000397D3F21,047,2-16-16,3:14:00,PM,C,24
762,41000000397D3F21,047,2-16-16,5:14:00,PM,C,17.5
762,41000000397D3F21,047,2-16-16,7:14:00,PM,C,12.5
762,41000000397D3F21,047,2-16-16,9:14:00,PM,C,10.5
762,41000000397D3F21,047,2-16-16,11:14:00,PM,C,9
762,41000000397D3F21,048,2-17-16,1:14:00,AM,C,9
762,41000000397D3F21,048,2-17-16,3:14:00,AM,C,10
762,41000000397D3F21,048,2-17-16,5:14:00,AM,C,12
762,41000000397D3F21,048,2-17-16,7:14:00,AM,C,13
762,41000000397D3F21,048,2-17-16,9:14:00,AM,C,15.5
762,41000000397D3F21,048,2-17-16,11:14:00,AM,C,14.5
762,41000000397D3F21,048,2-17-16,1:14:00,PM,C,14.5
762,41000000397D3F21,048,2-17-16,3:14:00,PM,C,14
762,41000000397D3F21,048,2-17-16,5:14:00,PM,C,12.5
762,41000000397D3F21,048,2-17-16,7:14:00,PM,C,10.5
762,41000000397D3F21,048,2-17-16,9:14:00,PM,C,10.5
762,41000000397D3F21,048,2-17-16,11:14:00,PM,C,11
762,41000000397D3F21,049,2-18-16,1:14:00,AM,C,11
762,41000000397D3F21,049,2-18-16,3:14:00,AM,C,10
762,41000000397D3F21,049,2-18-16,5:14:00,AM,C,9.5
762,41000000397D3F21,049,2-18-16,7:14:00,AM,C,8.5
762,41000000397D3F21,049,2-18-16,9:14:00,AM,C,14.5
762,41000000397D3F21,049,2-18-16,11:14:00,AM,C,18.5
762,41000000397D3F21,049,2-18-16,1:14:00,PM,C,19
762,41000000397D3F21,049,2-18-16,3:14:00,PM,C,17
762,41000000397D3F21,049,2-18-16,5:14:00,PM,C,12.5
762,41000000397D3F21,049,2-18-16,7:14:00,PM,C,9.5
762,41000000397D3F21,049,2-18-16,9:14:00,PM,C,8
762,41000000397D3F21,049,2-18-16,11:14:00,PM,C,7.5
762,41000000397D3F21,050,2-19-16,1:14:00,AM,C,8.5
762,41000000397D3F21,050,2-19-16,3:14:00,AM,C,6
762,41000000397D3F21,050,2-19-16,5:14:00,AM,C,5.5
762,41000000397D3F21,050,2-19-16,7:14:00,AM,C,5.5
762,41000000397D3F21,050,2-19-16,9:14:00,AM,C,14
762,41000000397D3F21,050,2-19-16,11:14:00,AM,C,17.5
762,41000000397D3F21,050,2-19-16,1:14:00,PM,C,19
762,41000000397D3F21,050,2-19-16,3:14:00,PM,C,16.5
762,41000000397D3F21,050,2-19-16,5:14:00,PM,C,12
762,41000000397D3F21,050,2-19-16,7:14:00,PM,C,10
762,41000000397D3F21,050,2-19-16,9:14:00,PM,C,7.5
762,41000000397D3F21,050,2-19-16,11:14:00,PM,C,6.5
762,41000000397D3F21,051,2-20-16,1:14:00,AM,C,5.5
762,41000000397D3F21,051,2-20-16,3:14:00,AM,C,6
762,41000000397D3F21,051,2-20-16,5:14:00,AM,C,4
762,41000000397D3F21,051,2-20-16,7:14:00,AM,C,4
762,41000000397D3F21,051,2-20-16,9:14:00,AM,C,14
762,41000000397D3F21,051,2-20-16,11:14:00,AM,C,19
762,41000000397D3F21,051,2-20-16,1:14:00,PM,C,20.5
762,41000000397D3F21,051,2-20-16,3:14:00,PM,C,19
762,41000000397D3F21,051,2-20-16,5:14:00,PM,C,14.5
762,41000000397D3F21,051,2-20-16,7:14:00,PM,C,10
762,41000000397D3F21,051,2-20-16,9:14:00,PM,C,8
762,41000000397D3F21,051,2-20-16,11:14:00,PM,C,6.5
762,41000000397D3F21,052,2-21-16,1:14:00,AM,C,6
762,41000000397D3F21,052,2-21-16,3:14:00,AM,C,6.5
762,41000000397D3F21,052,2-21-16,5:14:00,AM,C,5.5
762,41000000397D3F21,052,2-21-16,7:14:00,AM,C,5.5
762,41000000397D3F21,052,2-21-16,9:14:00,AM,C,15
762,41000000397D3F21,052,2-21-16,11:14:00,AM,C,20
762,41000000397D3F21,052,2-21-16,1:14:00,PM,C,21.5
762,41000000397D3F21,052,2-21-16,3:14:00,PM,C,20.5
762,41000000397D3F21,052,2-21-16,5:14:00,PM,C,15.5
762,41000000397D3F21,052,2-21-16,7:14:00,PM,C,10.5
762,41000000397D3F21,052,2-21-16,9:14:00,PM,C,8
762,41000000397D3F21,052,2-21-16,11:14:00,PM,C,7.5
762,41000000397D3F21,053,2-22-16,1:14:00,AM,C,6
762,41000000397D3F21,053,2-22-16,3:14:00,AM,C,4.5
762,41000000397D3F21,053,2-22-16,5:14:00,AM,C,5
762,41000000397D3F21,053,2-22-16,7:14:00,AM,C,8.5
762,41000000397D3F21,053,2-22-16,9:14:00,AM,C,15
762,41000000397D3F21,053,2-22-16,11:14:00,AM,C,21
762,41000000397D3F21,053,2-22-16,1:14:00,PM,C,22.5
762,41000000397D3F21,053,2-22-16,3:14:00,PM,C,21
762,41000000397D3F21,053,2-22-16,5:14:00,PM,C,15
762,41000000397D3F21,053,2-22-16,7:14:00,PM,C,14
762,41000000397D3F21,053,2-22-16,9:14:00,PM,C,13.5
762,41000000397D3F21,053,2-22-16,11:14:00,PM,C,7.5
762,41000000397D3F21,054,2-23-16,1:14:00,AM,C,6
762,41000000397D3F21,054,2-23-16,3:14:00,AM,C,5.5
762,41000000397D3F21,054,2-23-16,5:14:00,AM,C,6
762,41000000397D3F21,054,2-23-16,7:14:00,AM,C,7
762,41000000397D3F21,054,2-23-16,9:14:00,AM,C,14
762,41000000397D3F21,054,2-23-16,11:14:00,AM,C,22.5
762,41000000397D3F21,054,2-23-16,1:14:00,PM,C,22.5
762,41000000397D3F21,054,2-23-16,3:14:00,PM,C,20.5
762,41000000397D3F21,054,2-23-16,5:14:00,PM,C,16.5
762,41000000397D3F21,054,2-23-16,7:14:00,PM,C,11
762,41000000397D3F21,054,2-23-16,9:14:00,PM,C,9.5
762,41000000397D3F21,054,2-23-16,11:14:00,PM,C,8
762,41000000397D3F21,055,2-24-16,1:14:00,AM,C,7.5
762,41000000397D3F21,055,2-24-16,3:14:00,AM,C,7
762,41000000397D3F21,055,2-24-16,5:14:00,AM,C,5.5
762,41000000397D3F21,055,2-24-16,7:14:00,AM,C,6
762,41000000397D3F21,055,2-24-16,9:14:00,AM,C,16.5
762,41000000397D3F21,055,2-24-16,11:14:00,AM,C,21.5
762,41000000397D3F21,055,2-24-16,1:14:00,PM,C,23
762,41000000397D3F21,055,2-24-16,3:14:00,PM,C,21
762,41000000397D3F21,055,2-24-16,5:14:00,PM,C,16
762,41000000397D3F21,055,2-24-16,7:14:00,PM,C,12
762,41000000397D3F21,055,2-24-16,9:14:00,PM,C,8.5
762,41000000397D3F21,055,2-24-16,11:14:00,PM,C,7.5
762,41000000397D3F21,056,2-25-16,1:14:00,AM,C,7.5
762,41000000397D3F21,056,2-25-16,3:14:00,AM,C,7
762,41000000397D3F21,056,2-25-16,5:14:00,AM,C,6
762,41000000397D3F21,056,2-25-16,7:14:00,AM,C,6.5
762,41000000397D3F21,056,2-25-16,9:14:00,AM,C,17.5
762,41000000397D3F21,056,2-25-16,11:14:00,AM,C,22
762,41000000397D3F21,056,2-25-16,1:14:00,PM,C,23
762,41000000397D3F21,056,2-25-16,3:14:00,PM,C,21.5
762,41000000397D3F21,056,2-25-16,5:14:00,PM,C,17
762,41000000397D3F21,056,2-25-16,7:14:00,PM,C,11.5
762,41000000397D3F21,056,2-25-16,9:14:00,PM,C,10
762,41000000397D3F21,056,2-25-16,11:14:00,PM,C,9.5
762,41000000397D3F21,057,2-26-16,1:14:00,AM,C,8.5
762,41000000397D3F21,057,2-26-16,3:14:00,AM,C,8.5
762,41000000397D3F21,057,2-26-16,5:14:00,AM,C,7
762,41000000397D3F21,057,2-26-16,7:14:00,AM,C,8
762,41000000397D3F21,057,2-26-16,9:14:00,AM,C,16.5
762,41000000397D3F21,057,2-26-16,11:14:00,AM,C,22
762,41000000397D3F21,057,2-26-16,1:14:00,PM,C,23.5
762,41000000397D3F21,057,2-26-16,3:14:00,PM,C,20.5
762,41000000397D3F21,057,2-26-16,5:14:00,PM,C,16
762,41000000397D3F21,057,2-26-16,7:14:00,PM,C,12
762,41000000397D3F21,057,2-26-16,9:14:00,PM,C,10
762,41000000397D3F21,057,2-26-16,11:14:00,PM,C,9.5
762,41000000397D3F21,058,2-27-16,1:14:00,AM,C,10
762,41000000397D3F21,058,2-27-16,3:14:00,AM,C,10.5
762,41000000397D3F21,058,2-27-16,5:14:00,AM,C,10.5
762,41000000397D3F21,058,2-27-16,7:14:00,AM,C,9
762,41000000397D3F21,058,2-27-16,9:14:00,AM,C,16.5
762,41000000397D3F21,058,2-27-16,11:14:00,AM,C,22
762,41000000397D3F21,058,2-27-16,1:14:00,PM,C,24.5
762,41000000397D3F21,058,2-27-16,3:14:00,PM,C,22
762,41000000397D3F21,058,2-27-16,5:14:00,PM,C,17.5
762,41000000397D3F21,058,2-27-16,7:14:00,PM,C,13
762,41000000397D3F21,058,2-27-16,9:14:00,PM,C,10.5
762,41000000397D3F21,058,2-27-16,11:14:00,PM,C,11.5
762,41000000397D3F21,059,2-28-16,1:14:00,AM,C,11
762,41000000397D3F21,059,2-28-16,3:14:00,AM,C,10
762,41000000397D3F21,059,2-28-16,5:14:00,AM,C,8
762,41000000397D3F21,059,2-28-16,7:14:00,AM,C,8.5
762,41000000397D3F21,059,2-28-16,9:14:00,AM,C,16.5
762,41000000397D3F21,059,2-28-16,11:14:00,AM,C,22
762,41000000397D3F21,059,2-28-16,1:14:00,PM,C,24.5
762,41000000397D3F21,059,2-28-16,3:14:00,PM,C,23.5
762,41000000397D3F21,059,2-28-16,5:14:00,PM,C,19
762,41000000397D3F21,059,2-28-16,7:14:00,PM,C,16
